id,date,type,lat,lng,district,severity
1286,2025-10-20,Drug Trafficking,19.04845068022862,72.840050603074,Mumbai,5
1287,2026-03-11,Robbery,17.44902495521715,78.40274646943334,Hyderabad,5
1288,2024-08-05,Theft,22.591758125187877,88.4552935512309,Kolkata,2
1289,2024-08-24,Theft,22.620647009209932,88.37769719315695,Kolkata,2
1290,2025-12-28,Vandalism,22.66672409928745,88.2955082325427,Kolkata,2
1291,2024-12-17,Burglary,28.68756399756936,77.18686536006823,Delhi (NCR),3
1292,2025-10-20,Theft,12.913007379527933,77.58608765401546,Bangalore,2
1293,2024-11-16,Robbery,18.546186394121037,73.9306120015597,Pune,5
1294,2026-04-23,Theft,12.99119412058317,80.31758064381147,Chennai,2
1295,2024-08-13,Theft,13.00981734122428,80.23394247079077,Chennai,2
1296,2024-08-13,Burglary,28.637105955321843,77.24434115451652,Delhi (NCR),3
1297,2024-09-20,Theft,28.67453051710714,77.13617640121676,Delhi (NCR),2
1298,2024-09-28,Vandalism,17.358126124576188,78.47257531406532,Hyderabad,2
1299,2025-02-25,Burglary,12.889561448196652,77.55842377149689,Bangalore,3
1300,2025-02-23,Drug Trafficking,22.557823963928527,88.42570175430582,Kolkata,5
1301,2024-10-23,Extortion,12.985049486388963,80.36374170611057,Chennai,4
1302,2025-06-16,Robbery,12.95192545654202,77.58595440422748,Bangalore,5
1303,2025-05-13,Cyber Crime,23.080308560656704,72.59386815986286,Ahmedabad,4
1304,2024-11-08,Burglary,22.932993598901295,72.51573833075682,Ahmedabad,3
1305,2024-11-04,Drug Trafficking,13.122492434953504,80.34727390956449,Chennai,5
1306,2025-11-07,Theft,22.503040456063857,88.29244011341855,Kolkata,2
1307,2025-10-27,Extortion,19.14782146155425,72.86202338957125,Mumbai,4
1308,2026-01-31,Burglary,19.135797608705538,72.88504238897175,Mumbai,3
1309,2024-07-01,Cyber Crime,22.581271828713444,88.37267415438595,Kolkata,4
1310,2025-05-01,Extortion,28.548751278300802,77.2811328752007,Delhi (NCR),4
1311,2024-10-10,Theft,17.36303467565952,78.47489165474703,Hyderabad,2
1312,2024-12-07,Cyber Crime,23.012567158990894,72.52581347603561,Ahmedabad,4
1313,2024-10-02,Extortion,22.99424522915074,72.66868985711885,Ahmedabad,4
1314,2024-05-06,Extortion,22.631734305226228,88.29144652671943,Kolkata,4
1315,2026-01-07,Vandalism,17.32285603785966,78.51917089626312,Hyderabad,2
1316,2025-11-03,Robbery,13.033054624533172,80.33430795494071,Chennai,5
1317,2025-09-03,Assault,12.879514021161757,77.52976914865944,Bangalore,4
1318,2026-02-15,Extortion,17.35534149162853,78.57568085041895,Hyderabad,4
1319,2025-09-20,Burglary,18.446290612045765,73.93644561721952,Pune,3
1320,2024-04-27,Drug Trafficking,12.880866167289831,77.51295977474729,Bangalore,5
1321,2026-03-07,Extortion,22.671728227029252,88.36908225618782,Kolkata,4
1322,2025-12-08,Robbery,17.404541854685792,78.54406265609663,Hyderabad,5
1323,2025-08-18,Extortion,22.98098164528333,72.59329493739187,Ahmedabad,4
1324,2024-05-16,Robbery,17.308643250042266,78.532562169052,Hyderabad,5
1325,2026-01-01,Cyber Crime,23.053565025387915,72.50674634604712,Ahmedabad,4
1326,2024-05-07,Theft,18.591097188198848,73.77786419693709,Pune,2
1327,2025-09-07,Assault,18.492161979154844,73.83637212278164,Pune,4
1328,2025-04-01,Theft,17.401304244242823,78.45284629778762,Hyderabad,2
1329,2026-01-18,Burglary,19.032504696247145,72.83337229439428,Mumbai,3
1330,2025-05-26,Drug Trafficking,19.086012573213704,72.92095859417664,Mumbai,5
1331,2026-01-05,Theft,28.633160811509068,77.2805865445508,Delhi (NCR),2
1332,2026-03-10,Drug Trafficking,17.45815470013484,78.49073410315957,Hyderabad,5
1333,2026-01-06,Theft,18.998090395062277,72.86705051991474,Mumbai,2
1334,2025-11-24,Extortion,23.085349031306936,72.6251980072933,Ahmedabad,4
1335,2024-06-28,Vandalism,12.940185929973177,77.5548410452235,Bangalore,2
1336,2024-12-04,Drug Trafficking,22.630546821124813,88.28089748262981,Kolkata,5
1337,2025-12-17,Assault,28.61713529831196,77.20334151264741,Delhi (NCR),4
1338,2025-03-22,Burglary,18.542812403537866,73.78586488581098,Pune,3
1339,2025-10-05,Drug Trafficking,13.070006882987503,77.69080832951296,Bangalore,5
1340,2024-08-06,Burglary,13.046950595122665,80.18366439267568,Chennai,3
1341,2024-12-21,Burglary,12.908211150975061,77.61461182887473,Bangalore,3
1342,2025-04-26,Cyber Crime,17.446319578643333,78.41880316431752,Hyderabad,4
1343,2025-12-24,Burglary,13.04443514064168,80.1771177777893,Chennai,3
1344,2025-12-04,Robbery,13.048147747451113,77.55716169759346,Bangalore,5
1345,2026-02-26,Robbery,28.69912368760726,77.22095852876467,Delhi (NCR),5
1346,2024-11-17,Cyber Crime,28.531647602347938,77.30393725957052,Delhi (NCR),4
1347,2026-01-11,Cyber Crime,28.550803368089785,77.210632714479,Delhi (NCR),4
1348,2025-03-23,Cyber Crime,12.912447220729337,77.60048662797362,Bangalore,4
1349,2025-06-18,Extortion,28.65107756965991,77.2714103694124,Delhi (NCR),4
1350,2025-08-12,Burglary,23.03201579822653,72.56777086544295,Ahmedabad,3
1351,2024-10-30,Burglary,22.96009106140315,72.49387067611138,Ahmedabad,3
1352,2026-01-24,Vandalism,17.339385910028696,78.58618943035253,Hyderabad,2
1353,2025-08-19,Extortion,22.99156225595492,72.62254677849107,Ahmedabad,4
1354,2024-06-15,Assault,12.997348321390595,80.31223801366747,Chennai,4
1355,2025-05-19,Cyber Crime,28.709914369514152,77.16427887395258,Delhi (NCR),4
1356,2025-02-22,Cyber Crime,12.979850678571237,77.67981723295368,Bangalore,4
1357,2025-12-25,Theft,23.029733439034466,72.54246940324235,Ahmedabad,2
1358,2025-03-21,Assault,22.507296419290963,88.30679975660101,Kolkata,4
1359,2024-06-27,Cyber Crime,28.632276409858907,77.14349544984748,Delhi (NCR),4
1360,2025-06-04,Theft,12.952931709596186,77.56787099423757,Bangalore,2
1361,2025-09-02,Burglary,13.0788656997128,80.27624639587022,Chennai,3
1362,2026-02-27,Robbery,13.097629008549895,80.22631315255423,Chennai,5
1363,2025-03-16,Assault,17.42419832328783,78.55352010302896,Hyderabad,4
1364,2025-12-29,Extortion,19.030136819376576,72.9202897856922,Mumbai,4
1365,2025-11-18,Robbery,28.522684859271884,77.16566626092076,Delhi (NCR),5
1366,2025-04-28,Assault,13.075483295605643,80.26754691745958,Chennai,4
1367,2025-07-23,Cyber Crime,18.4384947063916,73.81095288620489,Pune,4
1368,2024-08-25,Assault,18.44463825345003,73.84351441176125,Pune,4
1369,2024-06-01,Vandalism,28.70694074474433,77.13066522560037,Delhi (NCR),2
1370,2024-04-30,Drug Trafficking,17.383272770711066,78.55624876084559,Hyderabad,5
1371,2024-11-29,Extortion,12.94308300430966,77.67170607662491,Bangalore,4
1372,2024-09-30,Theft,28.529271722879564,77.26514549519696,Delhi (NCR),2
1373,2024-08-22,Assault,18.595283856872538,73.9437792159449,Pune,4
1374,2025-07-28,Theft,22.658978752085883,88.33916248799602,Kolkata,2
1375,2025-04-24,Robbery,12.905046201855402,77.57150654197252,Bangalore,5
1376,2024-11-01,Vandalism,12.925930650673637,77.50927866442575,Bangalore,2
1377,2024-11-24,Robbery,13.040549080191795,77.60149142167843,Bangalore,5
1378,2024-06-10,Cyber Crime,19.17232512079414,72.87837913042628,Mumbai,4
1379,2025-04-25,Extortion,17.45056619557905,78.52750594856629,Hyderabad,4
1380,2025-01-28,Extortion,18.45168683166801,73.75892889851453,Pune,4
1381,2025-01-08,Cyber Crime,22.54000087206335,88.38832065298533,Kolkata,4
1382,2026-03-26,Extortion,18.487933165790327,73.83292770796525,Pune,4
1383,2025-04-07,Robbery,12.896216900214236,77.55169474427605,Bangalore,5
1384,2026-02-10,Theft,22.98595266692263,72.66591302657636,Ahmedabad,2
1385,2025-07-15,Theft,23.044279980902317,72.5349872546971,Ahmedabad,2
1386,2024-11-20,Assault,28.66658544815384,77.25008911383269,Delhi (NCR),4
1387,2025-11-02,Theft,22.64123703863796,88.43874102401398,Kolkata,2
1388,2024-07-11,Burglary,17.34146930428531,78.48152155820875,Hyderabad,3
1389,2025-09-11,Cyber Crime,12.919290315195363,77.56283436707785,Bangalore,4
1390,2025-04-16,Burglary,28.58770725113131,77.1226404065393,Delhi (NCR),3
1391,2026-04-03,Cyber Crime,18.57600806136819,73.82782341396411,Pune,4
1392,2025-10-24,Burglary,23.038634984878335,72.56948160378226,Ahmedabad,3
1393,2024-10-09,Theft,13.065617922406458,77.49667566928497,Bangalore,2
1394,2025-01-02,Theft,17.441579549631033,78.51462454698945,Hyderabad,2
1395,2025-06-08,Drug Trafficking,18.533638912244232,73.85205255955067,Pune,5
1396,2025-05-19,Drug Trafficking,17.4251305116836,78.39761631549088,Hyderabad,5
1397,2025-08-15,Robbery,28.517546734309462,77.18736825856102,Delhi (NCR),5
1398,2025-12-12,Assault,19.051069867552645,72.77950745792198,Mumbai,4
1399,2024-05-20,Vandalism,28.575612976899777,77.29332627265586,Delhi (NCR),2
1400,2025-08-01,Theft,23.120369609660084,72.62436004213292,Ahmedabad,2
1401,2024-10-06,Burglary,28.535564889553992,77.13256954220408,Delhi (NCR),3
1402,2024-05-02,Burglary,18.62033687966857,73.81168063527177,Pune,3
1403,2026-01-15,Robbery,19.01272888502196,72.83024321337922,Mumbai,5
1404,2025-04-25,Vandalism,22.996944527281467,72.65438888659342,Ahmedabad,2
1405,2024-05-12,Drug Trafficking,22.586868260918372,88.36120611195838,Kolkata,5
1406,2025-12-02,Extortion,19.087529226837468,72.87178774388512,Mumbai,4
1407,2025-03-07,Extortion,22.650964326843074,88.36290633033784,Kolkata,4
1408,2025-11-24,Vandalism,22.485492724922512,88.44464136965887,Kolkata,2
1409,2026-03-15,Burglary,22.521806147473693,88.38715486997486,Kolkata,3
1410,2025-02-07,Theft,18.987383057521317,72.87810046130521,Mumbai,2
1411,2024-11-03,Theft,12.92979687261509,77.655326927461,Bangalore,2
1412,2025-03-18,Assault,13.067687544846466,80.21739216758851,Chennai,4
1413,2024-04-28,Extortion,19.05688492870274,72.88480077413405,Mumbai,4
1414,2025-10-09,Robbery,22.935197850503595,72.59275920229658,Ahmedabad,5
1415,2024-10-04,Cyber Crime,13.153628197907194,80.29457869234464,Chennai,4
1416,2025-02-12,Cyber Crime,17.320084257795624,78.40158162196954,Hyderabad,4
1417,2025-05-08,Vandalism,23.011107751991844,72.551078454575,Ahmedabad,2
1418,2026-02-14,Extortion,18.459263747506355,73.83387138840254,Pune,4
1419,2025-09-07,Assault,13.016187951235324,80.24451592556746,Chennai,4
1420,2025-01-24,Extortion,17.350481552105816,78.39519534634492,Hyderabad,4
1421,2025-02-22,Robbery,22.98534704445011,72.52937626120492,Ahmedabad,5
1422,2026-02-20,Extortion,28.662628540832,77.12843527152455,Delhi (NCR),4
1423,2025-12-25,Extortion,23.11428159372368,72.51232331494097,Ahmedabad,4
1424,2026-03-19,Theft,18.44190370516412,73.81394597860317,Pune,2
1425,2024-08-06,Theft,18.61324200320016,73.92371086123059,Pune,2
1426,2025-12-26,Vandalism,12.87918734900227,77.5514634477638,Bangalore,2
1427,2024-05-26,Theft,17.37997425097343,78.54268108031482,Hyderabad,2
1428,2025-11-12,Drug Trafficking,13.086937477860804,80.25946953601503,Chennai,5
1429,2024-06-25,Assault,13.034840153199893,77.6696895738663,Bangalore,4
1430,2025-03-27,Theft,28.694177305876817,77.29624591952091,Delhi (NCR),2
1431,2024-07-31,Extortion,17.434048187917472,78.48009051369311,Hyderabad,4
1432,2024-04-30,Cyber Crime,19.02664563370209,72.80176222662756,Mumbai,4
1433,2024-07-26,Assault,17.427532440560984,78.41674983987038,Hyderabad,4
1434,2025-08-15,Cyber Crime,18.437124989637052,73.94378105685321,Pune,4
1435,2025-11-08,Drug Trafficking,17.420147880327583,78.39356312690485,Hyderabad,5
1436,2024-07-31,Theft,19.165735556334262,72.8266150588358,Mumbai,2
1437,2026-03-01,Theft,28.64830457068585,77.1827689948702,Delhi (NCR),2
1438,2025-12-19,Drug Trafficking,22.58356787042154,88.27503096149876,Kolkata,5
1439,2024-11-15,Robbery,23.10618200196652,72.5197445101467,Ahmedabad,5
1440,2025-12-31,Vandalism,18.464253938128408,73.95437072973401,Pune,2
1441,2025-05-23,Assault,28.584173813967688,77.20451005620029,Delhi (NCR),4
1442,2025-05-25,Drug Trafficking,12.932492718008891,77.51947450986802,Bangalore,5
1443,2024-09-18,Drug Trafficking,17.403768639612753,78.44961017692665,Hyderabad,5
1444,2025-02-09,Burglary,18.460486018154715,73.93632407064267,Pune,3
1445,2024-07-19,Extortion,12.948168229804587,77.63258244533375,Bangalore,4
1446,2025-09-21,Assault,17.324734687463682,78.42524761592604,Hyderabad,4
1447,2025-10-09,Assault,28.546208670298242,77.27053268389236,Delhi (NCR),4
1448,2025-05-22,Theft,13.157427325964202,80.23214419935006,Chennai,2
1449,2024-06-07,Burglary,18.48522473984595,73.822925869811,Pune,3
1450,2024-05-15,Vandalism,19.07684272223336,72.82497278095087,Mumbai,2
1451,2025-04-30,Assault,28.687917628483444,77.16755318851536,Delhi (NCR),4
1452,2025-01-22,Theft,13.013785525571471,80.20329711541288,Chennai,2
1453,2025-09-04,Robbery,19.111076396303655,72.96821459191743,Mumbai,5
1454,2026-04-07,Robbery,19.159220290003187,72.93158184335265,Mumbai,5
1455,2025-03-25,Robbery,13.028695172339672,77.63943077739758,Bangalore,5
1456,2024-07-31,Burglary,12.968975166950695,77.61699338630433,Bangalore,3
1457,2024-11-23,Assault,19.043103889301264,72.92056560701687,Mumbai,4
1458,2025-12-06,Burglary,19.142867774818026,72.78170103364309,Mumbai,3
1459,2024-11-11,Assault,17.300233520589916,78.47681600861657,Hyderabad,4
1460,2025-01-01,Cyber Crime,22.98735928962797,72.54863089726015,Ahmedabad,4
1461,2026-03-22,Burglary,28.624228748324075,77.14433131919705,Delhi (NCR),3
1462,2024-06-30,Robbery,22.97067853020365,72.51372746293447,Ahmedabad,5
1463,2025-06-06,Burglary,13.024175738711811,80.36647466388634,Chennai,3
1464,2025-01-08,Robbery,13.007197110130171,77.51290896817703,Bangalore,5
1465,2026-01-03,Extortion,13.11172410471194,80.19477663737199,Chennai,4
1466,2024-09-08,Vandalism,23.010303242573556,72.48905530106501,Ahmedabad,2
1467,2025-05-06,Theft,19.117113388981004,72.77869596134552,Mumbai,2
1468,2026-03-19,Extortion,23.090682883183884,72.59394371026652,Ahmedabad,4
1469,2025-04-27,Robbery,13.143909457452512,80.28678505553535,Chennai,5
1470,2025-12-21,Assault,13.144980419484375,80.27748886117698,Chennai,4
1471,2025-12-28,Robbery,13.027192041611993,77.52633447909365,Bangalore,5
1472,2024-09-09,Assault,22.97744898599445,72.52403295706479,Ahmedabad,4
1473,2025-10-02,Burglary,19.13304314043015,72.79756857833043,Mumbai,3
1474,2024-11-14,Theft,28.687119210681693,77.24092788122951,Delhi (NCR),2
1475,2026-02-13,Vandalism,19.00836337909497,72.8024914720208,Mumbai,2
1476,2026-02-06,Robbery,17.35011763215919,78.49162793717464,Hyderabad,5
1477,2026-01-09,Extortion,18.50839660809267,73.84847439245664,Pune,4
1478,2024-05-12,Extortion,13.015579940659675,77.62936152228531,Bangalore,4
1479,2024-07-28,Drug Trafficking,19.148089837288424,72.85197779043699,Mumbai,5
1480,2025-03-17,Burglary,22.92380265616951,72.53718862841926,Ahmedabad,3
1481,2025-06-01,Drug Trafficking,22.592932798058147,88.42366830878589,Kolkata,5
1482,2025-11-01,Burglary,28.712400303405207,77.21991120010645,Delhi (NCR),3
1483,2026-02-23,Extortion,19.069863921677776,72.90332623464799,Mumbai,4
1484,2024-08-19,Burglary,23.06594826856115,72.6371457621717,Ahmedabad,3
1485,2026-02-17,Drug Trafficking,22.957054534785566,72.65904863226811,Ahmedabad,5
1486,2024-06-25,Burglary,13.11826971596138,80.23895141279839,Chennai,3
1487,2025-09-17,Cyber Crime,18.58287373074581,73.90125754281269,Pune,4
1488,2024-09-25,Cyber Crime,12.940207653474305,77.52099669874772,Bangalore,4
1489,2024-10-22,Burglary,22.946064333983703,72.64696239674113,Ahmedabad,3
1490,2025-02-24,Extortion,17.31968037132911,78.4184517516577,Hyderabad,4
1491,2025-12-06,Theft,17.472416171811286,78.40247589460483,Hyderabad,2
1492,2025-02-07,Extortion,22.96615621524029,72.50872602424442,Ahmedabad,4
1493,2025-05-20,Assault,13.007840557922929,77.54819324938995,Bangalore,4
1494,2024-10-04,Burglary,13.167723856615462,80.20763574924726,Chennai,3
1495,2025-02-28,Assault,18.545867422886154,73.84125729247307,Pune,4
1496,2025-05-11,Burglary,13.121153546474014,80.31903365170142,Chennai,3
1497,2026-02-01,Assault,22.51526380142457,88.35300533008514,Kolkata,4
1498,2024-11-18,Theft,13.061788249625085,80.21723528520923,Chennai,2
1499,2025-05-09,Assault,13.003619484919342,80.28080016776636,Chennai,4
1500,2026-02-22,Robbery,13.15222424108789,80.3597900934652,Chennai,5
1501,2024-11-08,Assault,19.12862877779438,72.78820409984606,Mumbai,4
1502,2026-04-07,Theft,22.56491989526305,88.30619544013227,Kolkata,2
1503,2024-08-06,Assault,28.604672005690723,77.15285441442909,Delhi (NCR),4
1504,2025-09-15,Robbery,23.071191983270445,72.4795420149615,Ahmedabad,5
1505,2025-08-22,Theft,18.98247386362555,72.86171325847032,Mumbai,2
1506,2024-12-19,Robbery,18.97994858816132,72.85149596630853,Mumbai,5
1507,2026-03-18,Burglary,13.070473872019582,80.28591424512679,Chennai,3
1508,2024-05-25,Vandalism,13.152377070466398,80.22516746496063,Chennai,2
1509,2026-04-06,Extortion,13.1613440994567,80.18239123833463,Chennai,4
1510,2025-08-07,Vandalism,18.44100522877258,73.87479499521307,Pune,2
1511,2024-08-02,Robbery,13.146494656609953,80.36605964292838,Chennai,5
1512,2026-02-08,Vandalism,17.348456557661738,78.47370517989414,Hyderabad,2
1513,2025-05-21,Robbery,17.347306210536107,78.47380437629643,Hyderabad,5
1514,2025-06-05,Burglary,18.42359705439203,73.7935081194904,Pune,3
1515,2024-10-11,Vandalism,12.957036001175158,77.69442507357765,Bangalore,2
1516,2025-06-12,Drug Trafficking,13.035423349150053,77.5655150640585,Bangalore,5
1517,2025-01-08,Robbery,18.547028047000147,73.8846071680514,Pune,5
1518,2024-11-01,Drug Trafficking,13.00622460745183,80.2596263563516,Chennai,5
1519,2025-06-21,Cyber Crime,13.072812586195662,80.330092979118,Chennai,4
1520,2025-04-26,Cyber Crime,28.604003784814324,77.16481737890012,Delhi (NCR),4
1521,2025-01-07,Burglary,19.044729138099857,72.89363657994963,Mumbai,3
1522,2024-05-10,Theft,22.508864791332705,88.3011017399974,Kolkata,2
1523,2025-01-05,Burglary,17.42481858954603,78.42256172747577,Hyderabad,3
1524,2024-06-21,Assault,23.000667914565888,72.579578874728,Ahmedabad,4
1525,2026-02-11,Cyber Crime,18.580573338527785,73.82310034213033,Pune,4
1526,2025-09-01,Assault,19.154194347333682,72.81045623165373,Mumbai,4
1527,2025-03-29,Robbery,28.64133477627848,77.16352140785216,Delhi (NCR),5
1528,2025-05-16,Vandalism,22.565529210114438,88.36520523191352,Kolkata,2
1529,2024-07-22,Theft,28.51413999837559,77.19095308421417,Delhi (NCR),2
1530,2025-11-04,Drug Trafficking,18.51412102589871,73.94838432397535,Pune,5
1531,2025-09-13,Burglary,23.005071748857308,72.54769602843643,Ahmedabad,3
1532,2026-01-26,Robbery,12.88883818095391,77.56716346180768,Bangalore,5
1533,2024-11-24,Burglary,17.44005549249484,78.46102710583625,Hyderabad,3
1534,2025-11-15,Drug Trafficking,22.924869720529532,72.63325558028198,Ahmedabad,5
1535,2026-02-09,Drug Trafficking,22.990171851983423,72.5395944088894,Ahmedabad,5
1536,2025-05-03,Burglary,19.082417400985147,72.97333677744304,Mumbai,3
1537,2024-08-01,Theft,12.914911676892693,77.57562269852883,Bangalore,2
1538,2025-09-22,Theft,18.597480539789334,73.7913471982166,Pune,2
1539,2024-04-30,Burglary,13.028130803416492,77.60428191869188,Bangalore,3
1540,2024-08-19,Burglary,28.591903476627262,77.23392300603243,Delhi (NCR),3
1541,2026-01-10,Extortion,17.438499075811766,78.47628016211877,Hyderabad,4
1542,2025-06-20,Burglary,28.71375959372947,77.22542711741112,Delhi (NCR),3
1543,2025-11-26,Vandalism,12.991625390412626,77.59045567604214,Bangalore,2
1544,2025-01-23,Extortion,22.978969701520782,72.60153501343417,Ahmedabad,4
1545,2025-04-03,Drug Trafficking,28.592078097472225,77.24379409225877,Delhi (NCR),5
1546,2026-03-09,Drug Trafficking,28.615461752965654,77.22844803733733,Delhi (NCR),5
1547,2026-02-24,Vandalism,23.05579613371466,72.62887751910732,Ahmedabad,2
1548,2025-03-06,Assault,19.168422862878405,72.95053535248293,Mumbai,4
1549,2025-12-27,Theft,12.89320793420612,77.63429542120407,Bangalore,2
1550,2026-03-25,Cyber Crime,18.451426465425662,73.91717139917823,Pune,4
1551,2025-10-29,Extortion,12.999278074265385,77.52826943450516,Bangalore,4
1552,2024-08-04,Theft,13.015449807098896,77.60374013831809,Bangalore,2
1553,2025-05-19,Drug Trafficking,18.502641912988686,73.81687990003941,Pune,5
1554,2024-08-20,Assault,13.07047668065862,80.20748780609586,Chennai,4
1555,2024-12-09,Extortion,28.684455428863803,77.15840204760876,Delhi (NCR),4
1556,2025-11-17,Vandalism,19.09094779169918,72.80953362925958,Mumbai,2
1557,2025-11-10,Cyber Crime,19.138364999368303,72.82662914898181,Mumbai,4
1558,2024-12-11,Robbery,23.026745318324213,72.5318844024869,Ahmedabad,5
1559,2026-01-08,Cyber Crime,22.59997273461247,88.39469988081304,Kolkata,4
1560,2024-06-12,Burglary,23.056499277035527,72.65927510568304,Ahmedabad,3
1561,2025-09-07,Drug Trafficking,12.919933761423883,77.50372134613002,Bangalore,5
1562,2024-08-28,Burglary,17.48400355546844,78.57263757834647,Hyderabad,3
1563,2024-09-15,Extortion,18.489256769282186,73.79600198232401,Pune,4
1564,2025-11-19,Cyber Crime,18.61213885660497,73.8937615955095,Pune,4
1565,2025-01-04,Cyber Crime,19.15003834428716,72.88503685449196,Mumbai,4
1566,2024-09-18,Vandalism,18.49940873767091,73.93483434759794,Pune,2
1567,2025-09-02,Robbery,19.09179390245724,72.91623186035157,Mumbai,5
1568,2025-10-04,Burglary,19.06947923129986,72.83080934600831,Mumbai,3
1569,2026-01-19,Extortion,22.949407273785862,72.55578181185803,Ahmedabad,4
1570,2025-01-24,Extortion,13.05127360849215,80.20868398040353,Chennai,4
1571,2024-11-03,Burglary,13.023783958094139,77.6339002793191,Bangalore,3
1572,2024-07-30,Burglary,13.063854467426003,77.53083222212615,Bangalore,3
1573,2024-07-11,Assault,28.625499492043662,77.27921518865938,Delhi (NCR),4
1574,2024-06-22,Robbery,22.63924364808587,88.42234257839299,Kolkata,5
1575,2024-09-12,Robbery,12.881445385068641,77.57692231141695,Bangalore,5
1576,2024-10-03,Vandalism,17.462226427311034,78.40921237542511,Hyderabad,2
1577,2025-02-06,Cyber Crime,13.003384167329017,80.28899462528369,Chennai,4
1578,2024-11-09,Drug Trafficking,12.99528685742882,80.21669733114892,Chennai,5
1579,2025-01-20,Cyber Crime,28.63815863255793,77.3077926925323,Delhi (NCR),4
1580,2026-02-27,Vandalism,19.04747237852174,72.95091794287957,Mumbai,2
1581,2025-10-02,Vandalism,17.43587270281474,78.45989891715894,Hyderabad,2
1582,2025-03-25,Burglary,18.593277445272026,73.88335407983078,Pune,3
1583,2024-12-15,Robbery,28.609836391460565,77.21376342718226,Delhi (NCR),5
1584,2024-09-27,Theft,22.58569785984762,88.2729590839364,Kolkata,2
1585,2025-10-12,Robbery,22.52459287681995,88.311156923342,Kolkata,5
1586,2024-11-10,Drug Trafficking,12.978393375010032,77.53866407987671,Bangalore,5
1587,2024-12-15,Assault,13.057813921566256,80.36569420246576,Chennai,4
1588,2025-02-04,Vandalism,28.53904383050599,77.2422491408171,Delhi (NCR),2
1589,2026-04-19,Extortion,17.44839711329398,78.55602606416177,Hyderabad,4
1590,2025-12-04,Assault,17.386062487909502,78.58334183379206,Hyderabad,4
1591,2025-08-22,Cyber Crime,28.60068345210607,77.28690673151753,Delhi (NCR),4
1592,2025-02-23,Assault,18.58492257157279,73.7633917871539,Pune,4
1593,2025-05-02,Drug Trafficking,18.503326079270938,73.92682482679683,Pune,5
1594,2025-01-04,Assault,17.48198521789135,78.5765406795935,Hyderabad,4
1595,2026-03-04,Robbery,22.49823971210029,88.29714581233826,Kolkata,5
1596,2026-01-12,Theft,18.59266672250031,73.78964281885965,Pune,2
1597,2025-04-20,Robbery,12.978745971678672,77.54545143205766,Bangalore,5
1598,2026-03-13,Extortion,23.053839918528624,72.51903117762433,Ahmedabad,4
1599,2024-06-08,Vandalism,13.106811297037021,80.32027071937566,Chennai,2
1600,2025-06-17,Cyber Crime,17.452634987103952,78.40858635836315,Hyderabad,4
1601,2025-04-28,Extortion,28.636395244815564,77.19279347346877,Delhi (NCR),4
1602,2025-12-31,Cyber Crime,22.59415254198169,88.40374178590544,Kolkata,4
1603,2024-11-16,Assault,28.663028768676405,77.13049750211894,Delhi (NCR),4
1604,2024-12-11,Robbery,17.464141167586654,78.51929435244766,Hyderabad,5
1605,2024-11-18,Vandalism,17.31623088784215,78.54283685681459,Hyderabad,2
1606,2026-02-10,Robbery,17.34475551828067,78.53630900768188,Hyderabad,5
1607,2025-05-10,Burglary,19.06383175961843,72.83489569821904,Mumbai,3
1608,2024-11-03,Cyber Crime,18.56135332186533,73.78486923243132,Pune,4
1609,2025-05-01,Drug Trafficking,13.134835405309083,80.1855339296426,Chennai,5
1610,2024-06-01,Cyber Crime,23.019481589777385,72.53662783231519,Ahmedabad,4
1611,2025-03-03,Assault,19.033717713735967,72.85943668419874,Mumbai,4
1612,2024-06-17,Cyber Crime,18.617459452722628,73.7992868373957,Pune,4
1613,2025-04-07,Drug Trafficking,28.53546573644573,77.25661894672243,Delhi (NCR),5
1614,2025-09-10,Burglary,12.8829490296333,77.51839229883072,Bangalore,3
1615,2026-04-22,Extortion,28.562860837706047,77.15696602532873,Delhi (NCR),4
1616,2025-04-03,Theft,18.43222208378149,73.76683109881981,Pune,2
1617,2025-01-11,Drug Trafficking,28.630276261993348,77.18912025898298,Delhi (NCR),5
1618,2025-12-26,Cyber Crime,17.33926844347322,78.48510034440606,Hyderabad,4
1619,2026-04-18,Extortion,19.138921825391535,72.9340055728005,Mumbai,4
1620,2026-02-26,Extortion,22.94602601568356,72.57760378208927,Ahmedabad,4
1621,2026-03-01,Cyber Crime,19.04627657198778,72.83803090659998,Mumbai,4
1622,2025-06-30,Cyber Crime,22.540833823655436,88.41539884605575,Kolkata,4
1623,2025-02-27,Theft,18.46457036718132,73.80518120856613,Pune,2
1624,2025-12-27,Extortion,22.988568419100606,72.65699304103222,Ahmedabad,4
1625,2026-02-16,Robbery,18.47908020643269,73.80551358147493,Pune,5
1626,2024-07-31,Vandalism,13.124222343140879,80.32021914727795,Chennai,2
1627,2025-11-30,Assault,23.10280841010645,72.52518276111849,Ahmedabad,4
1628,2025-02-05,Burglary,28.6325673533664,77.23997481023439,Delhi (NCR),3
1629,2025-12-20,Vandalism,12.934624773541282,77.58140586024517,Bangalore,2
1630,2024-10-06,Cyber Crime,12.932630979185973,77.51909242849347,Bangalore,4
1631,2026-03-28,Assault,28.65514404902974,77.1481393588332,Delhi (NCR),4
1632,2025-10-02,Burglary,17.293672076010893,78.53521624764588,Hyderabad,3
1633,2025-06-21,Theft,18.473233313840456,73.79366019000409,Pune,2
1634,2025-04-29,Drug Trafficking,17.419964709285118,78.50177556246443,Hyderabad,5
